plot,land_type,year,season,stat_land_type,stat_season,crop_id,crop_name,crop_type,area_mu,yield_jin_mu,production_jin,cost_yuan
C1,山坡地,2030,单季,山坡地,单季,13,红薯,粮食,15.0,2000.0,30000.0,30000.0
C2,山坡地,2030,单季,山坡地,单季,12,南瓜,粮食,13.0,2700.0,35100.0,13000.0
C3,山坡地,2030,单季,山坡地,单季,4,绿豆,粮食（豆类）,15.0,315.0,4725.0,5250.0
C4,山坡地,2030,单季,山坡地,单季,5,爬豆,粮食（豆类）,18.0,375.0,6750.0,6300.0
C5,山坡地,2030,单季,山坡地,单季,3,红豆,粮食（豆类）,27.0,360.0,9720.0,9450.0
C6,山坡地,2030,单季,山坡地,单季,5,爬豆,粮食（豆类）,20.0,375.0,7500.0,7000.0
D1,水浇地,2030,第一季,水浇地,第一季,34,芹菜,蔬菜,15.0,5500.0,82500.0,13500.0
D1,水浇地,2030,第二季,水浇地,第二季,36,白萝卜,蔬菜,15.0,4000.0,60000.0,7500.0
D2,水浇地,2030,第一季,水浇地,单季,16,水稻,粮食,10.0,500.0,5000.0,6800.0
D3,水浇地,2030,第一季,水浇地,第一季,29,黄瓜,蔬菜,14.0,12000.0,168000.0,40600.0
D3,水浇地,2030,第二季,水浇地,第二季,35,大白菜,蔬菜,14.0,5000.0,70000.0,28000.0
D4,水浇地,2030,第一季,水浇地,第一季,17,豇豆,蔬菜（豆类）,6.0,3000.0,18000.0,12000.0
D4,水浇地,2030,第二季,水浇地,第二季,35,大白菜,蔬菜,6.0,5000.0,30000.0,12000.0
D5,水浇地,2030,第一季,水浇地,第一季,34,芹菜,蔬菜,10.0,5500.0,55000.0,9000.0
D5,水浇地,2030,第二季,水浇地,第二季,35,大白菜,蔬菜,10.0,5000.0,50000.0,20000.0
D6,水浇地,2030,第一季,水浇地,第一季,34,芹菜,蔬菜,12.0,5500.0,66000.0,10800.0
D6,水浇地,2030,第二季,水浇地,第二季,37,红萝卜,蔬菜,12.0,3000.0,36000.0,6000.0
D7,水浇地,2030,第一季,水浇地,单季,16,水稻,粮食,22.0,500.0,11000.0,14960.0
D8,水浇地,2030,第一季,水浇地,单季,16,水稻,粮食,20.0,500.0,10000.0,13600.0
E1,普通大棚,2030,第一季,普通大棚,第一季,26,包菜,蔬菜,0.6,4500.0,2700.0,2100.0
E1,普通大棚,2030,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,1000.0,600.0,6000.0
E10,普通大棚,2030,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,8000.0,4800.0,1440.0
E10,普通大棚,2030,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,10000.0,6000.0,6000.0
E11,普通大棚,2030,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,8000.0,4800.0,1440.0
E11,普通大棚,2030,第二季,普通大棚,第二季,39,香菇,食用菌,0.6,4000.0,2400.0,1200.0
E12,普通大棚,2030,第一季,普通大棚,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2160.0,1440.0
E12,普通大棚,2030,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E13,普通大棚,2030,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,8000.0,4800.0,1440.0
E13,普通大棚,2030,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,1000.0,600.0,6000.0
E14,普通大棚,2030,第一季,普通大棚,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2160.0,1440.0
E14,普通大棚,2030,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,1000.0,600.0,6000.0
E15,普通大棚,2030,第一季,普通大棚,第一季,26,包菜,蔬菜,0.6,4500.0,2700.0,2100.0
E15,普通大棚,2030,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,1000.0,600.0,6000.0
E16,普通大棚,2030,第一季,普通大棚,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2160.0,1440.0
E16,普通大棚,2030,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,1000.0,600.0,6000.0
E2,普通大棚,2030,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,8000.0,4800.0,1440.0
E2,普通大棚,2030,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,1000.0,600.0,6000.0
E3,普通大棚,2030,第一季,普通大棚,第一季,18,刀豆,蔬菜（豆类）,0.6,2400.0,1440.0,720.0
E3,普通大棚,2030,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,10000.0,6000.0,6000.0
E4,普通大棚,2030,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,8000.0,4800.0,1440.0
E4,普通大棚,2030,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E5,普通大棚,2030,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,8000.0,4800.0,1440.0
E5,普通大棚,2030,第二季,普通大棚,第二季,41,羊肚菌,食用菌,0.6,1000.0,600.0,6000.0
E6,普通大棚,2030,第一季,普通大棚,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2160.0,1440.0
E6,普通大棚,2030,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,10000.0,6000.0,6000.0
E7,普通大棚,2030,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,8000.0,4800.0,1440.0
E7,普通大棚,2030,第二季,普通大棚,第二季,39,香菇,食用菌,0.6,4000.0,2400.0,1200.0
E8,普通大棚,2030,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E8,普通大棚,2030,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E9,普通大棚,2030,第一季,普通大棚,第一季,18,刀豆,蔬菜（豆类）,0.6,2400.0,1440.0,720.0
E9,普通大棚,2030,第二季,普通大棚,第二季,39,香菇,食用菌,0.6,4000.0,2400.0,1200.0
F1,智慧大棚,2030,第一季,普通大棚,第一季,32,空心菜,蔬菜,0.6,12000.0,7200.0,3000.0
F1,智慧大棚,2030,第二季,智慧大棚,第二季,34,芹菜,蔬菜,0.6,6000.0,3600.0,720.0
F2,智慧大棚,2030,第一季,普通大棚,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2160.0,1440.0
F2,智慧大棚,2030,第二季,智慧大棚,第二季,34,芹菜,蔬菜,0.6,6000.0,3600.0,720.0
F3,智慧大棚,2030,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,8000.0,4800.0,1440.0
F3,智慧大棚,2030,第二季,智慧大棚,第二季,34,芹菜,蔬菜,0.6,6000.0,3600.0,720.0
F4,智慧大棚,2030,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,8000.0,4800.0,1440.0
F4,智慧大棚,2030,第二季,智慧大棚,第二季,34,芹菜,蔬菜,0.6,6000.0,3600.0,720.0
