plot,land_type,year,season,stat_land_type,stat_season,crop_id,crop_name,crop_type,area_mu,yield_jin_mu,production_jin,cost_yuan
F3,智慧大棚,2029,第二季,智慧大棚,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2310.0
F4,智慧大棚,2029,第一季,普通大棚,第一季,22,茄子,蔬菜,0.6,8000.0,4800.0,1440.0
F4,智慧大棚,2029,第二季,智慧大棚,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2310.0
A1,平旱地,2030,单季,平旱地,单季,4,绿豆,粮食（豆类）,80.0,350.0,28000.0,28000.0
A2,平旱地,2030,单季,平旱地,单季,2,黑豆,粮食（豆类）,55.0,500.0,27500.0,22000.0
A3,平旱地,2030,单季,平旱地,单季,13,红薯,粮食,35.0,2200.0,77000.0,70000.0
A4,平旱地,2030,单季,平旱地,单季,11,荞麦,粮食,72.0,110.0,7920.0,25200.0
A5,平旱地,2030,单季,平旱地,单季,11,荞麦,粮食,68.0,110.0,7480.0,23800.0
A6,平旱地,2030,单季,平旱地,单季,1,黄豆,粮食（豆类）,55.0,400.0,22000.0,22000.0
B1,梯田,2030,单季,梯田,单季,11,荞麦,粮食,60.0,105.0,6300.0,21000.0
B10,梯田,2030,单季,梯田,单季,9,高粱,粮食,25.0,600.0,15000.0,10000.0
B11,梯田,2030,单季,梯田,单季,11,荞麦,粮食,60.0,105.0,6300.0,21000.0
B12,梯田,2030,单季,梯田,单季,2,黑豆,粮食（豆类）,45.0,475.0,21375.0,18000.0
B13,梯田,2030,单季,梯田,单季,9,高粱,粮食,35.0,600.0,21000.0,14000.0
B14,梯田,2030,单季,梯田,单季,13,红薯,粮食,20.0,2100.0,42000.0,40000.0
B2,梯田,2030,单季,梯田,单季,2,黑豆,粮食（豆类）,46.0,475.0,21850.0,18400.0
B3,梯田,2030,单季,梯田,单季,4,绿豆,粮食（豆类）,40.0,330.0,13200.0,14000.0
B4,梯田,2030,单季,梯田,单季,9,高粱,粮食,28.0,600.0,16800.0,11200.0
B5,梯田,2030,单季,梯田,单季,11,荞麦,粮食,25.0,105.0,2625.0,8750.0
B6,梯田,2030,单季,梯田,单季,11,荞麦,粮食,86.0,105.0,9030.0,30100.0
B7,梯田,2030,单季,梯田,单季,11,荞麦,粮食,55.0,105.0,5775.0,19250.0
B8,梯田,2030,单季,梯田,单季,3,红豆,粮食（豆类）,44.0,380.0,16720.0,15400.0
B9,梯田,2030,单季,梯田,单季,11,荞麦,粮食,50.0,105.0,5250.0,17500.0
C1,山坡地,2030,单季,山坡地,单季,11,荞麦,粮食,15.0,100.0,1500.0,5250.0
C2,山坡地,2030,单季,山坡地,单季,12,南瓜,粮食,13.0,2700.0,35100.0,13000.0
C3,山坡地,2030,单季,山坡地,单季,11,荞麦,粮食,15.0,100.0,1500.0,5250.0
C4,山坡地,2030,单季,山坡地,单季,11,荞麦,粮食,18.0,100.0,1800.0,6300.0
C5,山坡地,2030,单季,山坡地,单季,12,南瓜,粮食,27.0,2700.0,72900.0,27000.0
C6,山坡地,2030,单季,山坡地,单季,3,红豆,粮食（豆类）,20.0,360.0,7200.0,7000.0
D1,水浇地,2030,第一季,水浇地,第一季,29,黄瓜,蔬菜,15.0,12000.0,180000.0,43500.0
D1,水浇地,2030,第二季,水浇地,第二季,36,白萝卜,蔬菜,15.0,4000.0,60000.0,7500.0
D2,水浇地,2030,第一季,水浇地,第一季,17,豇豆,蔬菜（豆类）,10.0,3000.0,30000.0,20000.0
D2,水浇地,2030,第二季,水浇地,第二季,36,白萝卜,蔬菜,10.0,4000.0,40000.0,5000.0
D3,水浇地,2030,第一季,水浇地,第一季,29,黄瓜,蔬菜,14.0,12000.0,168000.0,40600.0
D3,水浇地,2030,第二季,水浇地,第二季,36,白萝卜,蔬菜,14.0,4000.0,56000.0,7000.0
D4,水浇地,2030,第一季,水浇地,第一季,29,黄瓜,蔬菜,6.0,12000.0,72000.0,17400.0
D4,水浇地,2030,第二季,水浇地,第二季,37,红萝卜,蔬菜,6.0,3000.0,18000.0,3000.0
D5,水浇地,2030,第一季,水浇地,第一季,29,黄瓜,蔬菜,10.0,12000.0,120000.0,29000.0
D5,水浇地,2030,第二季,水浇地,第二季,36,白萝卜,蔬菜,10.0,4000.0,40000.0,5000.0
D6,水浇地,2030,第一季,水浇地,第一季,29,黄瓜,蔬菜,12.0,12000.0,144000.0,34800.0
D6,水浇地,2030,第二季,水浇地,第二季,35,大白菜,蔬菜,12.0,5000.0,60000.0,24000.0
D7,水浇地,2030,第一季,水浇地,第一季,29,黄瓜,蔬菜,22.0,12000.0,264000.0,63800.0
D7,水浇地,2030,第二季,水浇地,第二季,35,大白菜,蔬菜,22.0,5000.0,110000.0,44000.0
D8,水浇地,2030,第一季,水浇地,第一季,29,黄瓜,蔬菜,20.0,12000.0,240000.0,58000.0
D8,水浇地,2030,第二季,水浇地,第二季,36,白萝卜,蔬菜,20.0,4000.0,80000.0,10000.0
E1,普通大棚,2030,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E1,普通大棚,2030,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E10,普通大棚,2030,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E10,普通大棚,2030,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E11,普通大棚,2030,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E11,普通大棚,2030,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,10000.0,6000.0,6000.0
E12,普通大棚,2030,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E12,普通大棚,2030,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E13,普通大棚,2030,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E13,普通大棚,2030,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E14,普通大棚,2030,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E14,普通大棚,2030,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E15,普通大棚,2030,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E15,普通大棚,2030,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,10000.0,6000.0,6000.0
E16,普通大棚,2030,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E16,普通大棚,2030,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E2,普通大棚,2030,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E2,普通大棚,2030,第二季,普通大棚,第二季,40,白灵菇,食用菌,0.6,10000.0,6000.0,6000.0
E3,普通大棚,2030,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E3,普通大棚,2030,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E4,普通大棚,2030,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E4,普通大棚,2030,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E5,普通大棚,2030,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E5,普通大棚,2030,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E6,普通大棚,2030,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E6,普通大棚,2030,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E7,普通大棚,2030,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E7,普通大棚,2030,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E8,普通大棚,2030,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E8,普通大棚,2030,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
E9,普通大棚,2030,第一季,普通大棚,第一季,29,黄瓜,蔬菜,0.6,15000.0,9000.0,2100.0
E9,普通大棚,2030,第二季,普通大棚,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,1800.0
F1,智慧大棚,2030,第一季,普通大棚,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2160.0,1440.0
F1,智慧大棚,2030,第二季,智慧大棚,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2310.0
F2,智慧大棚,2030,第一季,普通大棚,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2160.0,1440.0
F2,智慧大棚,2030,第二季,智慧大棚,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2310.0
F3,智慧大棚,2030,第一季,普通大棚,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2160.0,1440.0
F3,智慧大棚,2030,第二季,智慧大棚,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2310.0
F4,智慧大棚,2030,第一季,普通大棚,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2160.0,1440.0
F4,智慧大棚,2030,第二季,智慧大棚,第二季,29,黄瓜,蔬菜,0.6,13500.0,8100.0,2310.0
